Date,Per Share Data,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Cash per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,,Ratios,ROE %,ROE % Adjusted to Book Value,ROA %,Return-on-Tangible-Equity,Return-on-Tangible-Asset,ROC (Joel Greenblatt) %,ROCE %,5-Year RORE %,1-Year ROIIC %,ROIC %,WACC %,Effective Interest Rate on Debt %,,Gross Margin %,Operating Margin %,Net Margin %,EBITDA Margin %,FCF Margin %,,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Liabilities-to-Assets,Gross-Profit-to-Asset %,Degree of Operating Leverage,Degree of Financial Leverage,,Asset Turnover,Dividend Payout Ratio,,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,,Receivables Turnover,Inventory Turnover,COGS-to-Revenue,RD-to-Revenue,Inventory-to-Revenue,Capex-to-Revenue,Capex-to-Operating-Income,Capex-to-Operating-Cash-Flow,,Income Statement,Revenue,  Cost of Goods Sold,Gross Profit,Gross Margin %,,"  Selling, General, & Admin. Expense",  Research & Development,  Other Operating Expense,  Total Operating Expense,Operating Income,Operating Margin %,,    Interest Income,    Interest Expense,  Net Interest Income,  Other Income (Expense),Pretax Income,  Tax Provision,  Tax Rate %,  Other Net Income (Loss),  Net Income Including Noncontrolling Interests,    Net Income (Continuing Operations),    Net Income (Discontinued Operations),  Other Income (Minority Interest),Net Income,Net Margin %,,  Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),,EBIT,"  Depreciation, Depletion and Amortization",EBITDA,EBITDA Margin %,,Balance Sheet,    Cash and Cash Equivalents,    Marketable Securities,"  Cash, Cash Equivalents, Marketable Securities",    Accounts Receivable,    Notes Receivable,    Loans Receivable,    Other Current Receivables,  Total Receivables,"    Inventories, Raw Materials & Components","    Inventories, Work In Process","    Inventories, Inventories Adjustments","    Inventories, Finished Goods","    Inventories, Other",  Total Inventories,  Other Current Assets,  Total Current Assets,  Investments And Advances,      Land And Improvements,      Buildings And Improvements,"      Machinery, Furniture, Equipment",      Construction In Progress,      Other Gross PPE,"    Gross Property, Plant and Equipment",    Accumulated Depreciation,"  Property, Plant and Equipment",  Intangible Assets,    Goodwill,  Other Long Term Assets,  Total Long-Term Assets,Total Assets,,    Accounts Payable,    Total Tax Payable,    Other Current Payables,    Current Accrued Expense,  Accounts Payable & Accrued Expense,    Short-Term Debt,    Short-Term Capital Lease Obligation,  Short-Term Debt & Capital Lease Obligation,    Current Deferred Revenue,    Current Deferred Taxes Liabilities,  Deferred Tax And Revenue,  Other Current Liabilities,  Total Current Liabilities,    Long-Term Debt,    Long-Term Capital Lease Obligation,  Long-Term Debt & Capital Lease Obligation,Debt-to-Equity,  Pension And Retirement Benefit,  NonCurrent Deferred Liabilities,  Other Long-Term Liabilities,  Total Long-Term Liabilities,Total Liabilities,,  Common Stock,  Preferred Stock,  Retained Earnings,  Accumulated other comprehensive income (loss),  Additional Paid-In Capital,  Treasury Stock,  Other Stockholders Equity,  Total Stockholders Equity,  Minority Interest,Total Equity,Equity-to-Asset,,Cashflow Statement,  Net Income From Continuing Operations,"  Cash Flow Depreciation, Depletion and Amortization",    Change In Receivables,    Change In Inventory,    Change In Prepaid Assets,    Change In Payables And Accrued Expense,    Change In Other Working Capital,  Change In Working Capital,  Deferred Tax,  Stock Based Compensation,  Asset Impairment Charge,  Cash from Discontinued Operating Activities,  Cash Flow from Others,Cash Flow from Operations,,"  Purchase Of Property, Plant, Equipment","  Sale Of Property, Plant, Equipment",  Purchase Of Business,  Sale Of Business,  Purchase Of Investment,  Sale Of Investment,  Net Intangibles Purchase And Sale,  Cash From Discontinued Investing Activities,  Cash From Other Investing Activities,Cash Flow from Investing,,  Issuance of Stock,  Repurchase of Stock,  Net Issuance of Preferred Stock,    Issuance of Debt,    Payments of Debt,  Net Issuance of Debt,  Cash Flow for Dividends,  Cash Flow for Lease Financing,  Other Financing,Cash Flow from Financing,,  Beginning Cash Position,    Effect of Exchange Rate Changes,  Net Change in Cash,Ending Cash Position,,Capital Expenditure,Free Cash Flow,,Valuation Ratios,PE Ratio,PE Ratio without NRI,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,EV-to-FCF,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Cyclically Adjusted PB Ratio,Cyclically Adjusted PS Ratio,Cyclically Adjusted Price-to-FCF,Dividend Yield %,FCF Yield %,,Valuation and Quality,Market Cap,Enterprise Value,Month End Stock Price,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Cash Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,Buyback Yield %,Shareholder Yield %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth (%),5-Year EBITDA Growth Rate (Per Share),Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Restated Filing Date,Filing Date,Earnings Release Date,Number of Shareholders,Number of Employees,,Forex Rate
2015-09,,10.086,3.647,3.161,2.305,2.305,3.041,3.011,3.507,1.864,0.495,5.349,4.945,2.883,27.58,,,46.248,8.97,20.4503,50.1035,21.1706,339.94,38.743,20.38,31.92,26.29,8.07,1.47,,40.06,30.4773,22.8458,36.1573,29.856,,0.539,0.411,0.222,0.59,35.859,1.29,1.2,,0.895,0.215,,26.79,85.57,5.81,-52.97,,13.62,62.82,0.6,-,0.01,0.05,0.16,0.14,,,233715,140089,93626,40.06,,14329,8067,-,22396,71230,30.4773,,2921,-733,2188,-903,72515,-19121,26.37,-,53394,53394,-,-,53394,22.8458,,-,2.32,2.305,23172.276,,73248,11257,84505,36.1573,,,21120,20481,41601,16849,-,-,13494,30343,-,-,-,-,2349,2349,15085,89378,164065,6956,-,37038,-,5263,49257,-26786,22471,9009,5116,5422,200967,290345,,35490,-,-,25181,60671,10999,-,10999,8940,-,8940,-,80610,53329,-,53329,0.539,-,27686,9365,90380,170990,,27416,-,92284,-345,-,-,-,119355,-,119355,0.411,,,53394,11257,-3318,-238,-,5001,9817,11262,1382,3586,-,-,385,81266,,-11247,-,-343,-,-166402,121985,-241,-,-26,-56274,,543,-35253,-,29305,-,29305,-11561,-,-750,-17716,,13844,-,7276,21120,,-11488,69778,,,11.97,11.97,9.07,5.16,5.58,9.16,7.86,2.73,0.41,2.73,7.55,8.71,9.15,11.48,26.64,28.96,10.11,6.38,24.2,1.8,11.34,,,615448.031,638175.031,27.58,-5.8,-3.66,-5.18,30.87,37.99,57.53,16.01,15.39,4.28,8,-2.86,0.613,9.78,1.11,1.08,0.52,97.18,33.25,24.07,4.9,5.64,3.43,35.13,42.95,44.49,28.9,23013.684,22315.012,1.09,11/3/17,10/28/15,10/27/15,25924,110000,,1
2016-09,,9.801,3.333,2.856,2.078,2.078,2.445,2.432,3.01,3.146,0.545,6.008,5.605,4.077,28.26,,,36.903,7.85,14.9296,39.7321,15.3724,253.95,27.774,7.04,-57.08,19.62,9.84,1.92,,39.08,27.8354,21.1868,34.0073,24.8086,,0.679,0.399,0.271,0.6,27.536,1.84,0.71,,0.705,0.262,,27.59,101.11,6.22,-67.29,,13.23,58.64,0.61,-,0.01,0.06,0.21,0.19,,,215639,131376,84263,39.08,,14194,10045,-,24239,60024,27.8354,,3999,-1456,2543,-1195,61372,-15685,25.56,-,45687,45687,-,-,45687,21.1868,,-,2.088,2.078,22001.124,,62828,10505,73333,34.0073,,,20484,46671,67155,15754,-,-,13545,29299,-,-,-,-,2132,2132,8283,106869,170430,10185,-,44543,-,6517,61245,-34235,27010,8620,5414,8757,214817,321686,,37294,-,-,22027,59321,11605,-,11605,8080,-,8080,-,79006,75427,-,75427,0.679,-,28949,10055,114431,193437,,31251,-,96364,634,-,-,-,128249,-,128249,0.399,,,45687,10505,476,217,-,2117,-2405,405,4938,4210,-,-,486,66231,,-12734,-,-297,-,-143816,111794,-814,-,-110,-45977,,495,-29722,-,24954,-2897,22057,-12150,-,-1570,-20890,,21120,-,-636,20484,,-12734,53497,,,13.6,13.6,11.56,4.7,5.04,11.62,9.39,2.88,0.78,2.89,8.5,9.92,11.65,10.08,24.84,24.25,8.52,5.35,20.27,1.93,8.87,,,603200.205,623077.205,28.26,-5.92,-4.06,-5.31,37.18,35.93,36.13,16.19,18.1,3.71,5,-2.8,0.51,7.91,1.35,1.33,0.85,41.23,30.64,22.59,4.35,4.85,1.98,-2.82,-9.87,-8.6,17.47,21883.28,21344.664,1.55,11/5/18,10/26/16,10/25/16,25641,116000,,1
2017-09,,10.912,3.645,3.161,2.303,2.303,2.417,2.465,3.057,3.618,0.6,6.537,6.537,5.642,38.53,,,36.868,6.26,13.8739,38.1203,14.0477,218.49,25.682,12.31,2.31,17.21,9.67,2.29,,38.47,26.7604,21.0924,33.4021,22.5857,,0.863,0.357,0.308,0.64,25.304,0.9,1.98,,0.658,0.261,,26.77,105.5,9.04,-69.69,,13.63,40.37,0.62,-,0.015,0.05,0.2,0.19,,,229234,141048,88186,38.47,,15261,11581,-,26842,61344,26.7604,,5201,-2323,2878,-133,64089,-15738,24.56,-,48351,48351,-,-,48351,21.0924,,-,2.318,2.303,21006.768,,66412,10157,76569,33.4021,,,20289,53892,74181,17874,-,-,17799,35673,-,-,-,-,4855,4855,13936,128645,194714,13587,-,54210,-,7279,75076,-41293,33783,-,-,18177,246674,375319,,44242,-,-,-,44242,18473,-,18473,7548,-,7548,30551,100814,97207,-,97207,0.863,-,34340,8911,140458,241272,,35867,-,98330,-150,-,-,-,134047,-,134047,0.357,,,48351,10157,-6347,-2723,-,8966,-4819,-4923,5966,4840,-,-,-166,64225,,-12451,-,-329,-,-160007,126465,-344,-,220,-46446,,555,-32900,-,32514,-3500,29014,-12769,-,-1874,-17974,,20484,-,-195,20289,,-12451,51774,,,16.73,16.73,15.94,5.89,5.89,15.63,12.6,3.53,1.25,3.63,10.86,12.52,16.06,7.99,19.24,27.37,9.69,6.04,23.31,1.56,6.55,,,790050.098,831549.098,38.53,-8.15,-5.49,-7.38,41.51,38.7,30.83,18.4,17.99,3.62,4,-2.5,0.546,8.15,1.28,1.23,0.74,26.41,41.01,26.43,3.93,4.09,2.63,11.34,10.83,9.36,13.4,20868.968,20504.804,1.39,10/31/19,11/3/17,11/2/17,25333,123000,,1
2018-09,,13.279,4.352,3.807,2.98,2.98,3.206,3.206,3.872,3.486,0.68,5.633,5.633,6.019,56.44,,,49.364,4.93,16.0668,49.3636,16.0668,202.81,29.046,16.07,-131.75,19.37,9.84,2.82,,38.34,26.694,22.4142,32.774,24.1424,,1.068,0.293,0.313,0.71,27.485,0.92,1.98,,0.717,0.228,,28.21,111.59,9.82,-73.56,,12.94,37.17,0.62,-,0.017,0.05,0.19,0.17,,,265595,163756,101839,38.34,,16705,14236,-,30941,70898,26.694,,5686,-3240,2446,-441,72903,-13372,18.34,-,59531,59531,-,-,59531,22.4142,,-,3,2.98,20000.435,,76143,10903,87046,32.774,,,25913,40388,66301,23186,-,-,25809,48995,-,-,-,-,3956,3956,12087,131339,170799,16216,-,65982,-,8205,90403,-49099,41304,-,-,22283,234386,365725,,55888,-,-,-,55888,20748,-,20748,5966,-,5966,33327,115929,93735,-,93735,1.068,-,-,48914,142649,258578,,40201,-,70400,-3454,-,-,-,107147,-,107147,0.293,,,59531,10903,-13332,828,-,9175,38023,34694,-32590,5340,-,-,-444,77434,,-13313,-,-721,-,-73227,104072,-,-,-745,16066,,669,-72738,-,6969,-6537,432,-13712,-,-2527,-87876,,20289,-,5624,25913,,-13313,64121,,,18.94,18.94,17.6,10.02,10.02,17.6,14.58,4.25,1.49,4.22,12.89,14.73,17.49,6.79,17.24,32.98,12.26,7.34,28.59,1.2,5.97,,,1073485.639,1121667.639,56.44,-10.11,-6.69,-9.09,46.03,47.27,37.77,19.44,21.07,4.22,6,-2.42,0.414,-9.29,1.13,1.1,0.57,21.88,57.09,38.37,7.24,6.71,6.44,21.69,29.42,19.4,12.72,19821.51,19019.944,1.27,10/30/20,11/5/18,11/1/18,23712,132000,,1
2019-09,,13.991,4.402,3.727,2.97,2.97,2.983,3.167,3.732,5.658,0.75,5.091,5.091,6.079,55.99,,,55.917,5.08,15.6924,55.9172,15.6924,176.19,28.725,6.95,7.02,20.29,7.72,3.21,,37.82,24.572,21.2381,31.4636,22.6372,,1.194,0.267,0.319,0.73,27.943,4.39,0.02,,0.739,0.253,,32.35,115.2,9.09,-73.76,,11.28,40.13,0.62,-,0.015,0.04,0.16,0.15,,,260174,161782,98392,37.82,,18245,16217,-,34462,63930,24.572,,4961,-3576,1385,422,65737,-10481,15.94,-,55256,55256,-,-,55256,21.2381,,-,2.99,2.97,18595.651,,69313,12547,81860,31.4636,,,48844,51713,100557,22926,-,-,22878,45804,-,-,-,-,4106,4106,12352,162819,105341,17085,-,69797,-,9075,95957,-58579,37378,-,-,32978,175697,338516,,46236,-,-,-,46236,16240,-,16240,5522,-,5522,37720,105718,91807,-,91807,1.194,-,-,50503,142310,248028,,45174,-,45898,-584,-,-,-,90488,-,90488,0.267,,,55256,12547,3176,-289,-,-1923,-4452,-3488,-340,6068,-,-,-652,69391,,-10495,-,-624,-,-40631,98724,-,-,-1078,45896,,781,-66897,-,6963,-14782,-7819,-14119,-,-2922,-90976,,25913,-,24311,50224,,-10495,58896,,,18.85,18.85,18.77,11,11,17.68,15,4,2.19,3.85,12.25,14.46,17.02,6.92,13.6,27.92,10.93,6.2,24.5,1.34,5.92,,,995107.135,1002597.135,55.99,-8.3,-4.79,-7.21,48.58,50.73,25.54,18.45,27.09,4.24,6,-2.87,0.268,-17.73,1.54,1.5,0.95,17.88,58.02,35.55,6.56,6.64,8.72,5.36,-0.34,1.15,8.62,18471.336,17772.944,1.1,10/29/21,10/31/19,10/30/19,23233,137000,,1
2020-09,,15.661,4.622,3.992,3.28,3.28,3.762,4.186,4.603,5.357,0.795,3.849,3.849,7.203,115.81,,,73.686,2.45,17.3341,73.6856,17.3341,169.17,31.006,11.79,36.92,23.71,8.02,2.49,,38.23,24.1473,20.9136,29.5139,26.7253,,1.871,0.202,0.378,0.8,31.689,0.17,11.03,,0.829,0.242,,25.96,95.29,8.79,-60.54,,14.06,41.52,0.62,-,0.015,0.03,0.11,0.09,,,274515,169559,104956,38.23,,19916,18752,-,38668,66288,24.1473,,3763,-2873,890,-87,67091,-9680,14.43,-,57411,57411,-,-,57411,20.9136,,-,3.31,3.28,17528.214,,69964,11056,81020,29.5139,,,38016,52927,90943,16120,-,-,21325,37445,-,-,-,-,4061,4061,11264,143713,100887,17952,-,75291,-,18853,112096,-66760,45336,-,-,33952,180175,323888,,42296,-,-,-,42296,13769,1460,15229,6643,-,6643,41224,105392,98667,8382,107049,1.871,-,-,46108,153157,258549,,50779,-,14966,-406,-,-,-,65339,-,65339,0.202,,,57411,11056,8470,-127,-,-4062,1409,5690,-215,6829,-,-,-97,80674,,-7309,-,-1524,-,-114938,120391,-,-,-909,-4289,,880,-72358,-,16091,-13592,2499,-14081,-,-3760,-86820,,50224,-,-10435,39789,,-7309,73365,,,35.31,35.31,30.78,30.09,30.09,27.67,25.16,7.39,4.98,7.28,24.65,28.55,27.23,3.5,9.7,50.4,21.27,11.11,43.51,0.69,3.73,,,1966078.923,1997413.923,115.81,-9.87,-6.76,-9.04,47.25,56.81,23.18,16.85,28.2,6.33,7,-2.99,0.286,-5.86,1.36,1.33,0.86,23.07,134.18,54.74,4.48,3.64,3.87,11.94,10.44,5,7.09,17352.119,16976.763,1.28,10/28/22,10/30/20,10/29/20,22797,147000,,1
2021-09,,21.691,7.301,6.632,5.61,5.61,5.234,5.512,6.169,3.813,0.85,3.841,3.841,8.311,141.5,,,147.443,4,28.0579,147.4433,28.0579,235.82,50.382,24.69,86.55,35.63,8.83,2.04,,41.78,29.7824,25.8818,33.6605,25.4097,,2.164,0.18,0.389,0.82,45.292,1.8,1.2,,1.084,0.152,,21.15,83.17,9.12,-52.9,,17.26,40.03,0.58,-,0.015,0.03,0.1,0.11,,,365817,212981,152836,41.78,,21973,21914,-,43887,108949,29.7824,,2843,-2645,198,60,109207,-14527,13.3,-,94680,94680,-,-,94680,25.8818,,-,5.67,5.61,16864.919,,111852,11284,123136,33.6605,,,34940,27699,62639,26278,-,-,25228,51506,-,-,-,-,6580,6580,14111,134836,127877,20041,-,78659,-,21110,119810,-70283,49527,-,-,38762,216166,351002,,54763,-,-,-,54763,15613,1528,17141,7612,-,7612,45965,125481,109106,10275,119381,2.164,-,-,43050,162431,287912,,57365,-,5562,163,-,-,-,63090,-,63090,0.18,,,94680,11284,-14028,-2642,-,12326,-567,-4911,-4774,7906,-,-,-147,104038,,-11085,-,-33,-,-109558,106483,-,-,-352,-14545,,1105,-85971,-,21415,-8750,12665,-14467,-,-6685,-93353,,39789,-,-3860,35929,,-11085,92953,,,25.22,25.22,27.03,36.84,36.84,25.67,22.94,6.52,1.86,6.56,19.48,21.44,25.8,4.66,16.13,49.17,24.26,11.13,43.8,0.6,4,,,2324390.219,2398273.219,141.5,-13.71,-9.32,-12.31,60.85,79.74,76.21,22.02,32.9,6.99,7,-2.25,0.423,1.48,1.07,1.02,0.5,41.19,156.69,108.77,3.24,3.65,4.12,38.5,71.04,57.96,13.56,16701.272,16426.786,1.28,11/3/23,10/29/21,10/28/21,23502,154000,,1
2022-09,,24.154,7.996,7.316,6.11,6.11,6.401,6.826,7.482,3.03,0.9,3.178,3.178,8.309,138.2,,,175.459,4.04,28.3629,175.4593,28.3629,260.65,56.299,18.53,40.74,34.07,11.16,2.18,,43.31,30.2887,25.3096,33.1047,28.2615,,2.614,0.144,0.376,0.86,48.534,0.87,1.29,,1.121,0.147,,25.21,97.05,9.41,-62.44,,14.48,38.79,0.57,-,0.015,0.03,0.09,0.09,,,394328,223546,170782,43.31,,25094,26251,-,51345,119437,30.2887,,2825,-2931,-106,-228,119103,-19300,16.2,-,99803,99803,-,-,99803,25.3096,,-,6.15,6.11,16325.819,,119437,11104,130541,33.1047,,,23646,24658,48304,28184,-,-,32748,60932,-,-,-,-,4946,4946,21223,135405,120805,22126,-,81060,-,11271,114457,-72340,42117,-,-,54428,217350,352755,,64115,6552,-,-,70667,21110,1663,22773,7912,-,7912,52630,153982,98959,10748,109707,2.614,-,-,38394,148101,302083,,64849,-,-3068,-11109,-,-,-,50672,-,50672,0.144,,,99803,11104,-9343,1484,-,9448,-389,1200,895,9038,-,-,111,122151,,-10708,-,-306,-,-76923,67363,-,-,-1780,-22354,,-,-89402,-,9420,-9543,-123,-14841,-,-6383,-110749,,35929,-,-10952,24977,,-10708,111443,,,22.62,22.62,21.59,43.48,43.48,20.25,18.47,5.72,1.25,5.8,17.52,19.15,20.53,5.22,21.29,39.06,22.35,8.94,34.59,0.65,5.06,,,2203381.335,2287557.335,138.2,-15.92,-10.45,-14.44,71.25,89.67,110.35,20.9,40.95,6.56,6,-2.66,0.384,-,0.88,0.85,0.31,40.75,182.01,130.06,2.94,4.06,4.68,11.35,8.91,9.51,18.06,16215.963,15943.425,1.31,11/1/24,10/28/22,10/27/22,23838,164000,,1
2023-09,,24.239,7.957,7.229,6.13,6.13,5.995,6.298,6.991,3.959,0.94,3.997,3.997,7.144,171.21,,,171.95,4.01,27.5031,171.9495,27.5031,266.34,56.299,15.91,14.68,33.41,11.65,3.23,,44.13,29.8214,25.3062,32.8267,25.9817,,1.788,0.176,0.315,0.82,47.962,1.54,-0.04,,1.087,0.153,,27.47,108,9.61,-70.92,,13.29,37.98,0.56,-,0.015,0.03,0.1,0.1,,,383285,214137,169148,44.13,,24932,29915,-,54847,114301,29.8214,,3750,-3933,-183,-382,113736,-16741,14.72,-,96995,96995,-,-,96995,25.3062,,-,6.16,6.13,15812.547,,114301,11519,125820,32.8267,,,29965,31590,61555,29508,-,-,31477,60985,-,-,-,-,6331,6331,14695,143566,100544,23446,-,78314,-,12839,114599,-70884,43715,-,-,64758,209017,352583,,62611,8819,-,-,71430,15807,1575,15807,8061,-,8061,50010,145308,95281,11267,95281,1.788,-,-,49848,145129,290437,,73812,-,-214,-11452,-,-,-,62146,-,62146,0.176,,,96995,11519,-417,-1618,-,-1889,-2653,-6577,-,10833,-,-,-2227,110543,,-10959,-,-,-,-29513,45514,-,-,-1337,3705,,-,-77550,-,5228,-15129,-9901,-15025,-,-6012,-108488,,24977,-,5760,30737,,-10959,99584,,,27.93,27.93,28.56,42.84,42.84,27.18,24.49,7.06,1.59,7.08,21.55,23.73,27.23,4.21,20.58,41.71,27.84,9.71,37.57,0.55,3.74,,,2662325.944,2711858.944,171.21,-14.72,-9.45,-13.09,80.9,94.53,107.71,23.48,50.73,7.68,7,-2.66,0.317,-4.89,0.99,0.94,0.42,29.06,196.45,125.02,2.47,2.91,3.97,0.35,0.33,-0.49,17.6,15744.231,15550.061,1.24,11/1/24,11/3/23,11/2/23,23763,161000,,1
2024-09,,25.379,8.74,7.997,6.08,6.75,6.582,7.062,7.675,4.311,0.98,3.767,3.767,7.054,233,,,157.413,2.55,26.1262,157.4125,26.1262,275.67,62.252,12.36,-39.88,32.49,10.63,-,,46.21,31.5102,23.9713,34.4371,27.8254,,1.872,0.156,0.292,0.84,50.36,3.86,-0.08,,1.09,0.145,,29.36,114.15,11.81,-72.97,,12.43,30.9,0.54,-,0.017,0.02,0.08,0.08,,,391035,210352,180683,46.21,,26097,31370,-,57467,123216,31.5102,,-,-,-,269,123485,-29749,24.09,-,93736,93736,-,-,93736,23.9713,,-,6.11,6.08,15408.095,,123216,11445,134661,34.4371,,,29943,35228,65171,33410,-,-,32833,66243,-,-,-,-,7286,7286,14287,152987,91479,24690,-,80205,-,14233,119128,-73448,45680,-,-,74834,211993,364980,,68960,26601,-,-,95561,20879,-,20879,8249,-,8249,51703,176392,85750,-,85750,1.872,-,-,45888,131638,308030,,83276,-,-19154,-7172,-,-,-,56950,-,56950,0.156,,,93736,11445,-5144,-1046,-,6020,3821,3651,-,11688,-,-,-2266,118254,,-9447,-,-,-,-48656,62346,-,-,-1308,2935,,-,-94949,-,3960,-9958,-5998,-15234,-,-5802,-121983,,30737,-,-794,29943,,-9447,108807,,,38.32,34.52,35.4,61.85,61.85,32.99,30.36,9.18,2.2,9.11,26.46,28.92,32.75,3.46,18.22,50.59,38.3,11.86,45.58,0.42,3.09,,,3522211.138,3563669.138,233,-16.07,-10.26,-14.17,90.59,115.15,105.98,23.92,58.9,8.9,7,-2.77,0.279,-7.52,0.87,0.83,0.37,N/A,234.82,165,2.79,2.7,3.27,4.7,-0.82,9.84,15.7,15343.783,15116.786,1.19,11/1/24,11/1/24,10/31/24,23301,164000,,1
TTM/current,,25.89,8.99,8.22,6.3,6.97,6,6.43,7.08,3.576,0.99,4.439,4.439,6.437,245.55,,,141.94,2.57,27.76,141.94,27.76,281.2,61.52,10.91,-65.44,33.16,11.26,-,,46.52,31.76,24.3,34.71,24.84,,1.45,0.194,0.281,0.81,53.16,2.27,-0.32,,1.14,0.14,,24.14,97.38,11.42,-61.82,,15.12,31.97,0.53,-,0.02,0.025,0.08,0.092,,,395760,211657,184103,46.52,,26486,31942,-,58428,125675,31.76,,-,-,-,71,125746,-29596,23.54,-,96150,96150,-,-,96150,24.3,,-,6.31,6.3,15150.865,,125675,11677,137352,34.71,,,30299,23476,53775,29639,-,-,29667,59306,2792,-,-,4119,-,6911,13248,133240,87593,-,-,-,-,120615,120615,-74546,46069,-,-,77183,210845,344085,,61910,-,-,-,61910,12843,-,12843,8461,-,8461,61151,144365,83956,-,83956,1.45,-,-,49006,132962,277327,,84768,-,-11221,-6789,-,-,-,66758,-,66758,0.194,,,96150,11677,-9505,-694,-,3891,-1916,-8224,-,11977,-,-,-3286,108294,,-9995,-,-,-,-45000,67422,-,-,-1627,10800,,-,-98416,-,6945,-17912,-10967,-15265,-,-6121,-130769,,41974,-,-11675,30299,,-9995,98299,,,38.98,35.23,40.91,55.32,55.3,38.2,34.67,9.48,2.22,9.43,27.17,29.69,37.96,3.37,17.14,51.72,40.77,12.25,47.95,0.41,2.66,,,3688670.025,3731694.025,245.55,-14.87,-9.58,-13.16,93.31,127.37,102.39,26.39,60.97,10.25,7,-2.5,0.301,-6.67,0.92,0.88,0.37,N/A,260.1,164.075,2.731842872,2.67,3.2,5.42,-1.87,8.44,15.9,15081.724,15022.07,1.19,1/31/25,1/31/25,1/30/25,23301,164000,,-
